id_persona,edad,genero,estado_civil,nivel_educativo_ingreso,tiene_hijos,num_hijos,contexto,fecha_registro
58,34,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
59,41,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
60,49,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
61,32,Masculino,Casado,Secundaria,True,2,Penitenciario,2026-09-03
62,35,Masculino,Casado,Superior,False,0,Penitenciario,2026-09-03
63,24,Masculino,Soltero,Sin escolaridad,False,0,Penitenciario,2026-09-03
64,23,Femenino,Soltero,Superior,False,0,Penitenciario,2026-09-03
65,47,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
66,54,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
67,37,Masculino,Divorciado,Secundaria,True,4,Penitenciario,2026-09-03
68,50,Femenino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
69,42,Masculino,Casado,Técnico,False,0,Penitenciario,2026-09-03
70,30,Femenino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
71,42,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
72,56,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
73,37,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
74,56,Femenino,Soltero,Técnico,True,4,Penitenciario,2026-09-03
75,18,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
76,47,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
77,39,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
78,34,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
79,39,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
80,18,Masculino,Soltero,Secundaria,True,6,Penitenciario,2026-09-03
81,35,Masculino,Divorciado,Superior,True,5,Penitenciario,2026-09-03
82,42,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
83,55,Femenino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
84,31,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
85,28,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
86,31,Masculino,Soltero,Primaria,True,6,Penitenciario,2026-09-03
87,48,Masculino,Divorciado,Primaria,True,2,Penitenciario,2026-09-03
88,41,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
89,31,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
90,44,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
91,39,Femenino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
92,49,Femenino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
93,29,Masculino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
94,34,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
95,33,Femenino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
96,20,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
97,41,Femenino,Viudo,Secundaria,True,2,Penitenciario,2026-09-03
98,41,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
99,38,Femenino,Casado,Primaria,True,1,Penitenciario,2026-09-03
100,35,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
101,21,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
102,32,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
103,33,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
104,28,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
105,36,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
106,42,Masculino,Soltero,Primaria,True,4,Penitenciario,2026-09-03
107,60,Femenino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
108,40,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
109,41,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
110,37,Masculino,Casado,Técnico,False,0,Penitenciario,2026-09-03
111,18,Femenino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
112,37,Masculino,Soltero,Técnico,True,4,Penitenciario,2026-09-03
113,38,Masculino,Soltero,Técnico,True,3,Penitenciario,2026-09-03
114,67,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
115,35,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
116,41,Femenino,Casado,Primaria,False,0,Penitenciario,2026-09-03
117,37,Masculino,Soltero,Sin escolaridad,False,0,Penitenciario,2026-09-03
118,23,Masculino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
119,51,Femenino,Viudo,Primaria,True,2,Penitenciario,2026-09-03
120,47,Masculino,Soltero,Superior,False,0,Penitenciario,2026-09-03
121,47,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
122,27,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
123,54,Masculino,Divorciado,Primaria,True,5,Penitenciario,2026-09-03
124,21,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
125,45,Masculino,Soltero,Sin escolaridad,True,2,Penitenciario,2026-09-03
126,64,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
127,26,Femenino,Casado,Primaria,False,0,Penitenciario,2026-09-03
128,31,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
129,39,Femenino,Casado,Primaria,True,3,Penitenciario,2026-09-03
130,31,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
131,19,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
132,38,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
133,25,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
134,43,Femenino,Divorciado,Primaria,True,4,Penitenciario,2026-09-03
135,26,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
136,56,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
137,28,Masculino,Viudo,Primaria,True,3,Penitenciario,2026-09-03
138,34,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
139,47,Femenino,Casado,Secundaria,True,2,Penitenciario,2026-09-03
140,23,Femenino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
141,40,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
142,53,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
143,18,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
144,40,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
145,41,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
146,47,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
147,23,Masculino,Soltero,Sin escolaridad,True,1,Penitenciario,2026-09-03
148,22,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
149,44,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
150,41,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
151,41,Femenino,Soltero,Superior,True,4,Penitenciario,2026-09-03
152,42,Masculino,Soltero,Secundaria,True,5,Penitenciario,2026-09-03
153,29,Masculino,Casado,Superior,True,5,Penitenciario,2026-09-03
154,40,Femenino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
155,41,Masculino,Divorciado,Sin escolaridad,False,0,Penitenciario,2026-09-03
156,29,Masculino,Soltero,Primaria,True,7,Penitenciario,2026-09-03
157,60,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
158,43,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
159,23,Femenino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
160,45,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
161,26,Masculino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
162,47,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
163,51,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
164,28,Femenino,Viudo,Técnico,False,0,Penitenciario,2026-09-03
165,49,Masculino,Soltero,Primaria,True,5,Penitenciario,2026-09-03
166,42,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
167,47,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
168,60,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
169,35,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
170,28,Femenino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
171,27,Femenino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
172,28,Femenino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
173,37,Femenino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
174,42,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
175,41,Masculino,Soltero,Técnico,True,2,Penitenciario,2026-09-03
176,47,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
177,38,Femenino,Divorciado,Secundaria,True,2,Penitenciario,2026-09-03
178,55,Femenino,Soltero,Secundaria,True,6,Penitenciario,2026-09-03
179,34,Masculino,Casado,Técnico,True,2,Penitenciario,2026-09-03
180,70,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
181,45,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
182,27,Femenino,Soltero,Técnico,True,2,Penitenciario,2026-09-03
183,25,Femenino,Casado,Secundaria,True,5,Penitenciario,2026-09-03
184,43,Masculino,Divorciado,Primaria,True,3,Penitenciario,2026-09-03
185,35,Masculino,Casado,Primaria,True,2,Penitenciario,2026-09-03
186,46,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
187,43,Femenino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
188,37,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
189,27,Masculino,Soltero,Secundaria,True,5,Penitenciario,2026-09-03
190,19,Femenino,Casado,Secundaria,True,4,Penitenciario,2026-09-03
191,32,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
192,48,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
193,40,Masculino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
194,23,Femenino,Casado,Superior,False,0,Penitenciario,2026-09-03
195,40,Masculino,Viudo,Secundaria,True,1,Penitenciario,2026-09-03
196,42,Femenino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
197,27,Femenino,Divorciado,Primaria,True,2,Penitenciario,2026-09-03
198,39,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
199,38,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
200,24,Masculino,Divorciado,Secundaria,True,4,Penitenciario,2026-09-03
201,42,Masculino,Divorciado,Secundaria,True,4,Penitenciario,2026-09-03
202,44,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
203,50,Masculino,Soltero,Secundaria,True,5,Penitenciario,2026-09-03
204,50,Masculino,Casado,Secundaria,True,2,Penitenciario,2026-09-03
205,21,Masculino,Casado,Sin escolaridad,False,0,Penitenciario,2026-09-03
206,26,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
207,44,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
208,44,Masculino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
209,44,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
210,84,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
211,44,Masculino,Soltero,Superior,False,0,Penitenciario,2026-09-03
212,51,Masculino,Divorciado,Primaria,False,0,Penitenciario,2026-09-03
213,49,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
214,45,Masculino,Viudo,Primaria,True,2,Penitenciario,2026-09-03
215,34,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
216,47,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
217,28,Masculino,Casado,Primaria,True,3,Penitenciario,2026-09-03
218,35,Masculino,Casado,Superior,True,4,Penitenciario,2026-09-03
219,32,Femenino,Casado,Técnico,True,3,Penitenciario,2026-09-03
220,38,Femenino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
221,65,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
222,18,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
223,46,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
224,18,Femenino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
225,32,Masculino,Soltero,Sin escolaridad,True,3,Penitenciario,2026-09-03
226,51,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
227,38,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
228,25,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
229,29,Masculino,Casado,Técnico,True,3,Penitenciario,2026-09-03
230,46,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
231,29,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
232,40,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
233,38,Masculino,Soltero,Superior,False,0,Penitenciario,2026-09-03
234,30,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
235,63,Masculino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
236,45,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
237,18,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
238,40,Femenino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
239,30,Masculino,Casado,Primaria,False,0,Penitenciario,2026-09-03
240,48,Femenino,Soltero,Superior,True,3,Penitenciario,2026-09-03
241,28,Femenino,Casado,Secundaria,True,4,Penitenciario,2026-09-03
242,36,Masculino,Divorciado,Técnico,True,3,Penitenciario,2026-09-03
243,44,Masculino,Casado,Sin escolaridad,False,0,Penitenciario,2026-09-03
244,48,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
245,23,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
246,33,Femenino,Soltero,Secundaria,True,6,Penitenciario,2026-09-03
247,32,Femenino,Divorciado,Secundaria,True,3,Penitenciario,2026-09-03
248,30,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
249,59,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
250,42,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
251,22,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
252,49,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
253,63,Masculino,Casado,Sin escolaridad,False,0,Penitenciario,2026-09-03
254,50,Femenino,Casado,Secundaria,True,4,Penitenciario,2026-09-03
255,19,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
256,32,Masculino,Divorciado,Secundaria,True,3,Penitenciario,2026-09-03
257,53,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
258,29,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
259,43,Femenino,Divorciado,Secundaria,True,5,Penitenciario,2026-09-03
260,47,Masculino,Casado,Primaria,True,3,Penitenciario,2026-09-03
261,26,Masculino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
262,37,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
263,18,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
264,25,Masculino,Casado,Secundaria,True,2,Penitenciario,2026-09-03
265,34,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
266,23,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
267,57,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
268,20,Femenino,Casado,Superior,True,2,Penitenciario,2026-09-03
269,32,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
270,39,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
271,55,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
272,20,Masculino,Soltero,Superior,True,2,Penitenciario,2026-09-03
273,51,Femenino,Soltero,Primaria,True,4,Penitenciario,2026-09-03
274,38,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
275,26,Femenino,Divorciado,Primaria,False,0,Penitenciario,2026-09-03
276,43,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
277,40,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
278,30,Masculino,Viudo,Sin escolaridad,False,0,Penitenciario,2026-09-03
279,38,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
280,33,Femenino,Casado,Primaria,True,3,Penitenciario,2026-09-03
281,39,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
282,45,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
283,57,Masculino,Divorciado,Sin escolaridad,False,0,Penitenciario,2026-09-03
284,23,Femenino,Soltero,Superior,True,2,Penitenciario,2026-09-03
285,63,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
286,18,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
287,36,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
288,45,Masculino,Soltero,Técnico,True,3,Penitenciario,2026-09-03
289,41,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
290,30,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
291,35,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
292,32,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
293,30,Masculino,Soltero,Secundaria,True,1,Penitenciario,2026-09-03
294,48,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
295,42,Masculino,Divorciado,Primaria,True,4,Penitenciario,2026-09-03
296,29,Masculino,Divorciado,Secundaria,True,3,Penitenciario,2026-09-03
297,48,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
298,41,Masculino,Divorciado,Primaria,False,0,Penitenciario,2026-09-03
299,47,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
300,45,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
301,28,Femenino,Casado,Secundaria,True,5,Penitenciario,2026-09-03
302,31,Masculino,Casado,Primaria,True,3,Penitenciario,2026-09-03
303,46,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
304,45,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
305,37,Femenino,Viudo,Secundaria,False,0,Penitenciario,2026-09-03
306,39,Femenino,Casado,Primaria,True,5,Penitenciario,2026-09-03
307,53,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
308,30,Femenino,Casado,Secundaria,True,2,Penitenciario,2026-09-03
309,44,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
310,35,Masculino,Soltero,Superior,True,2,Penitenciario,2026-09-03
311,35,Femenino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
312,51,Femenino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
313,47,Masculino,Soltero,Primaria,True,4,Penitenciario,2026-09-03
314,47,Femenino,Casado,Primaria,False,0,Penitenciario,2026-09-03
315,53,Masculino,Soltero,Sin escolaridad,False,0,Penitenciario,2026-09-03
316,38,Femenino,Soltero,Sin escolaridad,True,3,Penitenciario,2026-09-03
317,46,Masculino,Soltero,Secundaria,True,3,Penitenciario,2026-09-03
318,34,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
319,41,Masculino,Divorciado,Técnico,False,0,Penitenciario,2026-09-03
320,36,Masculino,Casado,Secundaria,True,3,Penitenciario,2026-09-03
321,39,Masculino,Viudo,Secundaria,False,0,Penitenciario,2026-09-03
322,45,Masculino,Viudo,Sin escolaridad,False,0,Penitenciario,2026-09-03
323,28,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
324,63,Masculino,Soltero,Sin escolaridad,True,3,Penitenciario,2026-09-03
325,25,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
326,23,Masculino,Viudo,Primaria,True,3,Penitenciario,2026-09-03
327,51,Masculino,Casado,Técnico,False,0,Penitenciario,2026-09-03
328,47,Femenino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
329,45,Femenino,Casado,Primaria,True,1,Penitenciario,2026-09-03
330,45,Femenino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
331,37,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
332,27,Femenino,Casado,Técnico,True,5,Penitenciario,2026-09-03
333,38,Masculino,Casado,Secundaria,True,1,Penitenciario,2026-09-03
334,29,Masculino,Soltero,Primaria,True,3,Penitenciario,2026-09-03
335,49,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
336,36,Femenino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
337,28,Masculino,Soltero,Superior,False,0,Penitenciario,2026-09-03
338,34,Masculino,Divorciado,Secundaria,False,0,Penitenciario,2026-09-03
339,42,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
340,31,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
341,28,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
342,40,Masculino,Casado,Primaria,True,2,Penitenciario,2026-09-03
343,40,Masculino,Soltero,Sin escolaridad,False,0,Penitenciario,2026-09-03
344,31,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
345,32,Masculino,Soltero,Técnico,True,2,Penitenciario,2026-09-03
346,40,Masculino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
347,20,Femenino,Soltero,Primaria,True,2,Penitenciario,2026-09-03
348,21,Masculino,Soltero,Técnico,False,0,Penitenciario,2026-09-03
349,29,Masculino,Divorciado,Primaria,False,0,Penitenciario,2026-09-03
350,35,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
351,41,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
352,55,Masculino,Casado,Secundaria,True,5,Penitenciario,2026-09-03
353,48,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
354,36,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
355,37,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
356,25,Masculino,Soltero,Primaria,True,4,Penitenciario,2026-09-03
357,37,Masculino,Casado,Secundaria,False,0,Penitenciario,2026-09-03
358,34,Femenino,Divorciado,Primaria,True,4,Penitenciario,2026-09-03
359,41,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
360,28,Femenino,Soltero,Secundaria,False,0,Penitenciario,2026-09-03
361,44,Masculino,Soltero,Secundaria,True,4,Penitenciario,2026-09-03
362,56,Masculino,Divorciado,Secundaria,True,2,Penitenciario,2026-09-03
363,36,Femenino,Divorciado,Secundaria,True,2,Penitenciario,2026-09-03
364,42,Masculino,Soltero,Primaria,True,1,Penitenciario,2026-09-03
365,46,Masculino,Soltero,Técnico,True,2,Penitenciario,2026-09-03
366,33,Femenino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
367,40,Masculino,Soltero,Primaria,False,0,Penitenciario,2026-09-03
368,38,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
369,39,Masculino,Soltero,Secundaria,True,2,Penitenciario,2026-09-03
